no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education_ Graduate,education_ Not Graduate,self_employed_ No,self_employed_ Yes,target
5,0.020833333333333332,0.2564102564102564,8,0.7018739352640545,-0.3516483516483517,0.512,-0.04195804195804196,0.2127659574468085,0.0,1.0,0.0,1.0,0
0,-0.020833333333333332,0.3882783882783883,6,0.4940374787052811,0.2967032967032967,0.768,-0.23076923076923078,-0.3191489361702128,1.0,0.0,0.0,1.0,0
2,-0.10416666666666667,0.21245421245421245,20,-0.020442930153321975,0.6373626373626373,0.384,-0.03496503496503497,-0.0851063829787234,1.0,0.0,1.0,0.0,0
1,-0.4791666666666667,-0.5714285714285714,18,-0.02385008517887564,0.25274725274725274,-0.528,-0.5104895104895105,-0.6382978723404256,0.0,1.0,1.0,0.0,0
0,-0.4166666666666667,-0.3882783882783883,6,0.20442930153321975,-0.4725274725274725,-0.368,-0.45454545454545453,-0.14893617021276595,1.0,0.0,1.0,0.0,0
4,-0.5833333333333334,-0.5054945054945055,16,-0.04770017035775128,0.04395604395604396,0.112,-0.5804195804195804,-0.46808510638297873,0.0,1.0,0.0,1.0,0
4,-0.3333333333333333,-0.4175824175824176,4,-0.45315161839863716,-0.4725274725274725,-0.24,-0.16083916083916083,-0.5319148936170213,1.0,0.0,1.0,0.0,1
2,0.6041666666666666,0.3956043956043956,2,-0.3441226575809199,-0.16483516483516483,-0.24,1.1888111888111887,1.148936170212766,0.0,1.0,1.0,0.0,1
1,-1.0,-0.9963369963369964,10,-0.58603066439523,-0.5714285714285714,-0.512,-0.958041958041958,-0.9361702127659575,0.0,1.0,0.0,1.0,1
1,-0.9583333333333334,-0.945054945054945,2,0.262350936967632,-0.5384615384615384,-0.464,-0.9230769230769231,-0.8085106382978723,0.0,1.0,1.0,0.0,0
2,-0.7083333333333334,-0.6959706959706959,18,-0.9608177172061328,-0.3956043956043956,-0.144,-0.6643356643356644,-0.6382978723404256,0.0,1.0,0.0,1.0,1
4,-0.3333333333333333,-0.21978021978021978,10,-0.9131175468483816,0.07692307692307693,0.24,-0.3006993006993007,-0.46808510638297873,1.0,0.0,1.0,0.0,1
1,-0.6875,-0.6373626373626373,16,0.6848381601362862,-0.5274725274725275,-0.192,-0.6713286713286714,-0.7446808510638298,1.0,0.0,1.0,0.0,0
5,0.041666666666666664,0.26373626373626374,16,-0.19420783645655879,0.989010989010989,0.672,-0.08391608391608392,-0.10638297872340426,1.0,0.0,0.0,1.0,1
4,0.4791666666666667,0.27106227106227104,10,-0.0068143100511073255,1.1868131868131868,1.424,0.993006993006993,0.3404255319148936,0.0,1.0,1.0,0.0,0
3,-0.6875,-0.6007326007326007,20,-0.5689948892674617,-0.45054945054945056,-0.128,-0.7132867132867133,-0.6808510638297872,0.0,1.0,0.0,1.0,1
5,0.4375,0.4908424908424908,2,0.6746166950596252,0.4725274725274725,-0.32,0.40559440559440557,0.574468085106383,1.0,0.0,0.0,1.0,0
2,-0.125,-0.40293040293040294,18,-0.034071550255536626,-0.6263736263736264,-0.496,-0.15384615384615385,-0.425531914893617,1.0,0.0,1.0,0.0,0
0,-0.6458333333333334,-0.5641025641025641,4,-0.6780238500851788,-0.07692307692307693,-0.336,-0.7272727272727273,-0.3191489361702128,0.0,1.0,0.0,1.0,0
5,-0.0625,0.12454212454212454,4,-0.272572402044293,0.3516483516483517,-0.224,-0.32167832167832167,-0.3617021276595745,1.0,0.0,0.0,1.0,0
0,-0.2708333333333333,-0.2490842490842491,20,-0.42248722316865417,-0.4945054945054945,0.432,-0.18181818181818182,0.19148936170212766,1.0,0.0,0.0,1.0,1
0,0.875,1.2673992673992673,2,-0.9267461669505963,0.16483516483516483,1.2,0.6363636363636364,0.7446808510638298,0.0,1.0,1.0,0.0,0
5,0.5416666666666666,0.16117216117216118,20,-0.06473594548551959,0.32967032967032966,0.176,0.6153846153846154,0.7446808510638298,1.0,0.0,0.0,1.0,0
0,0.20833333333333334,0.37362637362637363,16,0.2555366269165247,0.8901098901098901,-0.224,0.32867132867132864,0.2127659574468085,1.0,0.0,0.0,1.0,0
5,0.4166666666666667,0.40293040293040294,4,0.33049403747870526,1.2417582417582418,-0.128,0.06993006993006994,0.0,1.0,0.0,0.0,1.0,0
2,-0.75,-0.7032967032967034,4,0.034071550255536626,-0.13186813186813187,-0.384,-0.6573426573426573,-0.5106382978723404,0.0,1.0,0.0,1.0,0
2,0.125,0.03663003663003663,18,-0.9301533219761499,0.03296703296703297,0.016,0.13986013986013987,0.3617021276595745,1.0,0.0,0.0,1.0,1
0,0.1875,0.43956043956043955,12,-0.899488926746167,-0.24175824175824176,1.12,0.18181818181818182,0.7872340425531915,0.0,1.0,1.0,0.0,1
2,0.3958333333333333,0.673992673992674,10,0.293015332197615,0.3076923076923077,0.272,0.07692307692307693,0.7021276595744681,0.0,1.0,0.0,1.0,0
0,0.3333333333333333,0.07326007326007326,16,0.5621805792163543,-0.5824175824175825,-0.304,0.7972027972027972,-0.14893617021276595,1.0,0.0,0.0,1.0,0
0,0.6875,0.5641025641025641,14,-0.7904599659284497,0.2967032967032967,0.0,0.5384615384615384,0.9787234042553191,0.0,1.0,1.0,0.0,1
3,-0.4583333333333333,-0.6446886446886447,12,-0.8517887563884157,0.3076923076923077,-0.176,-0.3146853146853147,-0.2978723404255319,1.0,0.0,0.0,1.0,1
2,-0.4791666666666667,-0.26373626373626374,16,-0.2657580919931857,0.2857142857142857,-0.304,-0.6153846153846154,-0.44680851063829785,1.0,0.0,1.0,0.0,1
1,0.3958333333333333,0.4175824175824176,18,0.4190800681431005,0.6593406593406593,1.504,0.17482517482517482,0.9574468085106383,1.0,0.0,0.0,1.0,0
5,-0.3125,-0.15384615384615385,12,0.6541737649063032,0.5494505494505495,-0.16,-0.24475524475524477,0.06382978723404255,1.0,0.0,0.0,1.0,0
5,-0.4791666666666667,-0.5421245421245421,16,-0.6098807495741057,-0.5164835164835165,0.208,-0.5944055944055944,-0.2765957446808511,1.0,0.0,1.0,0.0,1
1,0.7291666666666666,0.8864468864468864,10,0.4497444633730835,0.6813186813186813,0.864,0.42657342657342656,1.425531914893617,1.0,0.0,1.0,0.0,0
4,-0.5416666666666666,-0.4542124542124542,12,0.5383304940374787,0.07692307692307693,-0.384,-0.43356643356643354,-0.6170212765957447,1.0,0.0,0.0,1.0,0
4,0.8541666666666666,1.15018315018315,10,0.013628620102214651,2.021978021978022,2.064,1.048951048951049,0.9361702127659575,1.0,0.0,1.0,0.0,0
0,0.8958333333333334,1.575091575091575,10,0.04088586030664395,1.7142857142857142,0.016,0.8951048951048951,0.9787234042553191,1.0,0.0,0.0,1.0,0
3,0.5625,0.3956043956043956,14,0.42248722316865417,-0.10989010989010989,0.56,0.1888111888111888,0.8723404255319149,1.0,0.0,0.0,1.0,0
1,-0.08333333333333333,0.014652014652014652,6,0.19761499148211242,0.31868131868131866,0.368,-0.06993006993006994,0.40425531914893614,1.0,0.0,0.0,1.0,0
2,-0.16666666666666666,-0.17582417582417584,14,0.39522998296422485,-0.054945054945054944,-0.176,-0.04195804195804196,0.2553191489361702,1.0,0.0,0.0,1.0,0
4,-0.2708333333333333,-0.04395604395604396,6,0.3679727427597956,0.42857142857142855,0.576,-0.006993006993006993,-0.2978723404255319,1.0,0.0,0.0,1.0,0
1,0.8333333333333334,1.2307692307692308,4,-1.018739352640545,0.9340659340659341,2.08,1.0909090909090908,1.0851063829787233,0.0,1.0,0.0,1.0,0
4,0.625,0.32234432234432236,6,-0.7768313458262351,-0.16483516483516483,1.728,0.3146853146853147,1.574468085106383,1.0,0.0,1.0,0.0,1
1,-0.3333333333333333,-0.5421245421245421,2,0.8926746166950597,-0.16483516483516483,-0.08,-0.1888111888111888,-0.06382978723404255,1.0,0.0,0.0,1.0,0
3,0.3125,0.10256410256410256,10,-0.31686541737649065,-0.4835164835164835,0.176,-0.09090909090909091,0.3829787234042553,1.0,0.0,0.0,1.0,1
5,-0.5,-0.46153846153846156,8,0.7836456558773425,-0.10989010989010989,-0.384,-0.5454545454545454,-0.2553191489361702,0.0,1.0,1.0,0.0,0
2,0.4791666666666667,0.02197802197802198,20,0.0817717206132879,1.1318681318681318,1.024,0.3076923076923077,1.2340425531914894,0.0,1.0,0.0,1.0,0
1,0.8125,1.3846153846153846,2,0.4940374787052811,0.25274725274725274,0.976,0.7762237762237763,1.4893617021276595,1.0,0.0,0.0,1.0,0
2,-0.625,-0.47619047619047616,4,-0.03747870528109029,-0.3956043956043956,-0.192,-0.46853146853146854,-0.3829787234042553,1.0,0.0,0.0,1.0,0
0,-0.9166666666666666,-0.9230769230769231,18,0.16013628620102216,-0.5714285714285714,-0.384,-0.8251748251748252,-0.851063829787234,0.0,1.0,0.0,1.0,0
1,-0.6458333333333334,-0.7032967032967034,6,0.9301533219761499,-0.5604395604395604,-0.128,-0.6153846153846154,-0.6382978723404256,1.0,0.0,1.0,0.0,0
0,-0.20833333333333334,0.05860805860805861,16,-1.018739352640545,-0.2857142857142857,0.24,0.11188811188811189,-0.2978723404255319,1.0,0.0,1.0,0.0,1
2,-0.75,-0.8278388278388278,4,0.545144804088586,-0.5824175824175825,-0.4,-0.6433566433566433,-0.8085106382978723,1.0,0.0,1.0,0.0,0
5,0.4166666666666667,0.4542124542124542,6,-0.5485519591141397,-0.2967032967032967,0.544,0.951048951048951,0.5531914893617021,1.0,0.0,0.0,1.0,1
4,-0.6041666666666666,-0.6959706959706959,6,-1.0051107325383304,-0.26373626373626374,-0.176,-0.5594405594405595,-0.2978723404255319,1.0,0.0,0.0,1.0,1
0,-0.5416666666666666,-0.673992673992674,6,-0.47700170357751276,-0.4065934065934066,-0.032,-0.44755244755244755,-0.574468085106383,1.0,0.0,0.0,1.0,1
0,0.3125,0.4835164835164835,18,-0.7700170357751278,-0.5054945054945055,0.944,0.013986013986013986,1.0638297872340425,1.0,0.0,0.0,1.0,1
4,0.22916666666666666,0.5347985347985348,12,-0.4804088586030664,0.4175824175824176,-0.272,0.13986013986013987,0.8085106382978723,0.0,1.0,1.0,0.0,1
5,0.375,0.27106227106227104,4,-0.6848381601362862,0.7692307692307693,1.504,0.6013986013986014,0.3404255319148936,1.0,0.0,0.0,1.0,1
4,0.875,0.945054945054945,18,-0.9028960817717206,1.7472527472527473,-0.512,1.4195804195804196,0.44680851063829785,0.0,1.0,0.0,1.0,1
5,-0.22916666666666666,-0.40293040293040294,10,-0.29982964224872233,-0.5494505494505495,0.432,-0.32867132867132864,0.2127659574468085,1.0,0.0,1.0,0.0,1
1,0.3541666666666667,0.608058608058608,4,-0.3475298126064736,-0.18681318681318682,0.912,0.1888111888111888,-0.02127659574468085,1.0,0.0,1.0,0.0,0
0,-0.3125,-0.43956043956043955,6,-0.252129471890971,-0.23076923076923078,-0.064,-0.23076923076923078,0.14893617021276595,1.0,0.0,0.0,1.0,1
5,0.3333333333333333,0.2271062271062271,6,-0.4122657580919932,-0.26373626373626374,1.072,0.2727272727272727,0.2553191489361702,1.0,0.0,1.0,0.0,1
1,0.2916666666666667,0.43956043956043955,2,-1.0119250425894377,1.1318681318681318,-0.288,0.24475524475524477,-0.2765957446808511,1.0,0.0,0.0,1.0,0
4,-0.25,-0.41025641025641024,2,0.24190800681431004,0.34065934065934067,0.32,-0.04195804195804196,-0.2978723404255319,0.0,1.0,1.0,0.0,0
5,-0.8958333333333334,-0.9377289377289377,8,0.9471890971039182,-0.5824175824175825,-0.416,-0.8391608391608392,-0.8723404255319149,1.0,0.0,0.0,1.0,0
0,-0.6666666666666666,-0.7912087912087912,16,-0.20783645655877342,-0.5274725274725275,-0.512,-0.7412587412587412,-0.5106382978723404,0.0,1.0,1.0,0.0,1
2,-0.16666666666666666,-0.12454212454212454,20,0.05110732538330494,0.6373626373626373,-0.016,-0.22377622377622378,-0.44680851063829785,0.0,1.0,0.0,1.0,0
1,1.0,1.7655677655677655,6,0.2282793867120954,1.5164835164835164,1.424,1.4825174825174825,0.425531914893617,0.0,1.0,1.0,0.0,0
4,-0.5625,-0.63003663003663,6,0.37137989778534924,0.13186813186813187,-0.24,-0.6013986013986014,-0.7021276595744681,0.0,1.0,1.0,0.0,0
5,0.20833333333333334,0.5787545787545788,6,0.5894378194207837,1.3186813186813187,0.992,-0.055944055944055944,0.06382978723404255,1.0,0.0,0.0,1.0,0
5,-0.3541666666666667,-0.21978021978021978,16,-0.42248722316865417,0.3956043956043956,0.32,-0.23776223776223776,-0.44680851063829785,1.0,0.0,0.0,1.0,1
5,-0.2916666666666667,-0.04395604395604396,2,-0.4565587734241908,-0.1978021978021978,-0.496,-0.46153846153846156,-0.3617021276595745,1.0,0.0,1.0,0.0,0
1,-0.9583333333333334,-0.945054945054945,18,0.04770017035775128,-0.5714285714285714,-0.576,-0.9230769230769231,-0.851063829787234,0.0,1.0,0.0,1.0,0
1,0.9583333333333334,1.5604395604395604,2,0.39522998296422485,1.5384615384615385,0.624,0.40559440559440557,1.3617021276595744,1.0,0.0,0.0,1.0,0
1,0.5,0.4981684981684982,20,0.17717206132879046,0.8131868131868132,1.056,0.9440559440559441,0.7659574468085106,1.0,0.0,0.0,1.0,0
4,-0.5416666666666666,-0.41025641025641024,10,-0.7120954003407155,0.12087912087912088,-0.272,-0.5104895104895105,-0.3191489361702128,1.0,0.0,0.0,1.0,1
2,-0.2708333333333333,-0.16117216117216118,8,-0.8960817717206133,-0.4175824175824176,-0.176,-0.34265734265734266,-0.40425531914893614,0.0,1.0,0.0,1.0,1
1,-0.5,-0.336996336996337,2,-0.06473594548551959,0.0989010989010989,-0.16,-0.4825174825174825,-0.23404255319148937,1.0,0.0,1.0,0.0,0
5,-0.5208333333333334,-0.43956043956043955,18,0.1635434412265758,-0.5054945054945055,-0.576,-0.4755244755244755,-0.40425531914893614,1.0,0.0,0.0,1.0,0
1,0.5833333333333334,0.9157509157509157,10,0.6814310051107325,1.5824175824175823,0.976,0.5314685314685315,0.44680851063829785,1.0,0.0,1.0,0.0,0
5,0.3125,-0.07326007326007326,4,0.879045996592845,0.6703296703296703,0.752,0.0,0.19148936170212766,0.0,1.0,1.0,0.0,0
1,-0.8958333333333334,-0.8937728937728938,16,0.9165247018739353,-0.3516483516483517,-0.4,-0.8881118881118881,-0.7659574468085106,1.0,0.0,1.0,0.0,0
1,0.75,0.945054945054945,16,0.7223168654173765,0.26373626373626374,1.552,0.6293706293706294,0.2978723404255319,0.0,1.0,0.0,1.0,0
5,-0.4791666666666667,-0.46886446886446886,14,0.04088586030664395,0.1978021978021978,-0.064,-0.5524475524475524,-0.3829787234042553,0.0,1.0,1.0,0.0,0
3,-0.16666666666666666,-0.13186813186813187,16,-0.8756388415672913,-0.25274725274725274,-0.416,-0.1888111888111888,-0.14893617021276595,1.0,0.0,0.0,1.0,1
2,-0.10416666666666667,0.2783882783882784,2,-0.1635434412265758,0.23076923076923078,-0.208,-0.027972027972027972,-0.06382978723404255,0.0,1.0,0.0,1.0,0
2,0.75,0.8644688644688645,2,0.596252129471891,0.31868131868131866,-0.208,0.993006993006993,1.2340425531914894,1.0,0.0,0.0,1.0,0
1,-1.0208333333333333,-1.0402930402930404,6,0.5621805792163543,-0.5824175824175825,-0.576,-0.9790209790209791,-0.9574468085106383,0.0,1.0,0.0,1.0,0
0,0.20833333333333334,0.09523809523809523,18,-0.5008517887563884,0.8021978021978022,1.136,0.3146853146853147,0.9148936170212766,0.0,1.0,0.0,1.0,1
4,0.7916666666666666,0.47619047619047616,6,0.09540034071550256,-0.15384615384615385,-0.56,0.7832167832167832,0.3617021276595745,0.0,1.0,1.0,0.0,0
5,0.20833333333333334,0.6593406593406593,4,0.41567291311754684,1.2967032967032968,0.224,0.06993006993006994,0.06382978723404255,0.0,1.0,1.0,0.0,0
3,0.22916666666666666,-0.10256410256410256,14,0.3543441226575809,1.2747252747252746,0.832,0.5944055944055944,-0.06382978723404255,0.0,1.0,1.0,0.0,0
3,0.625,0.3882783882783883,20,-0.8722316865417377,1.89010989010989,1.712,1.062937062937063,0.2127659574468085,1.0,0.0,0.0,1.0,1
0,0.6458333333333334,0.4175824175824176,4,0.21465076660988075,0.8241758241758241,1.04,0.7902097902097902,0.7021276595744681,0.0,1.0,1.0,0.0,0
4,0.4791666666666667,0.21245421245421245,4,-0.21465076660988075,0.3516483516483517,0.624,0.23076923076923078,-0.19148936170212766,1.0,0.0,1.0,0.0,1
4,-0.8333333333333334,-0.8498168498168498,4,0.43270868824531517,-0.5824175824175825,-0.496,-0.7692307692307693,-0.723404255319149,0.0,1.0,0.0,1.0,0
1,0.6666666666666666,0.2271062271062271,10,0.23850085178875638,1.989010989010989,0.256,0.986013986013986,-0.06382978723404255,1.0,0.0,0.0,1.0,0
2,0.2916666666666667,-0.03663003663003663,2,0.36115843270868825,-0.5054945054945055,1.44,0.4405594405594406,-0.10638297872340426,0.0,1.0,1.0,0.0,0
0,-0.0625,0.32234432234432236,12,0.16013628620102216,0.15384615384615385,-0.432,0.06993006993006994,0.06382978723404255,0.0,1.0,1.0,0.0,0
0,-1.0208333333333333,-1.0256410256410255,12,0.272572402044293,-0.5714285714285714,-0.56,-0.993006993006993,-0.9574468085106383,0.0,1.0,1.0,0.0,0
1,-0.041666666666666664,0.014652014652014652,12,0.9948892674616695,0.32967032967032966,0.72,0.25874125874125875,0.14893617021276595,0.0,1.0,1.0,0.0,0
4,0.14583333333333334,0.2857142857142857,16,-0.5689948892674617,-0.46153846153846156,0.288,0.17482517482517482,0.425531914893617,1.0,0.0,1.0,0.0,1
4,0.4375,0.6227106227106227,14,0.13969335604770017,0.8461538461538461,-0.032,0.25874125874125875,-0.06382978723404255,1.0,0.0,0.0,1.0,0
2,-0.22916666666666666,-0.11721611721611722,10,-0.1737649063032368,-0.2087912087912088,-0.336,0.06993006993006994,-0.23404255319148937,1.0,0.0,0.0,1.0,0
1,0.3958333333333333,0.10256410256410256,4,-0.16695059625212946,0.8131868131868132,0.784,0.8391608391608392,0.723404255319149,1.0,0.0,0.0,1.0,0
5,-0.4166666666666667,-0.2783882783882784,10,0.2657580919931857,-0.054945054945054944,-0.32,-0.5034965034965035,-0.6382978723404256,0.0,1.0,1.0,0.0,0
3,-0.20833333333333334,-0.05128205128205128,20,-0.7495741056218058,-0.4065934065934066,-0.224,0.08391608391608392,-0.14893617021276595,0.0,1.0,0.0,1.0,1
2,-0.3958333333333333,-0.608058608058608,10,-0.899488926746167,-0.5824175824175825,0.192,-0.5104895104895105,-0.3829787234042553,1.0,0.0,1.0,0.0,1
1,-0.25,0.03663003663003663,12,-0.25894378194207834,0.5494505494505495,0.224,-0.24475524475524477,-0.14893617021276595,0.0,1.0,1.0,0.0,1
2,-0.7708333333333334,-0.8571428571428571,12,-0.3850085178875639,-0.5494505494505495,-0.336,-0.6363636363636364,-0.6808510638297872,0.0,1.0,1.0,0.0,1
